player,team,position,age,club,games,minutes,goals,assists,cards_yellow,cards_red,shots,shots_on_target,goals_per_shot,goals_per_shot_on_target,minutes_per_game,fouls,fouled,offsides,crosses,interceptions,tackles_won,goals_per_90,assist_per_90,cards_per_fouls_per_90,bad_discipline,age_binned
Anis Ben Slimane,Tunisia,MF,25,Norwich City,3,240,0,0,0,0,1,1,0.0,0.0,80.0,0,0,2,6,2,2,0.0,0.0,0.0,0.0,21-25
Aymen Dahmen,Tunisia,GK,29,Unattached,2,180,0,0,0,0,0,0,0.0,0.0,90.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Dylan Bronn,Tunisia,DF,30,Servette FC,1,45,0,0,0,0,0,0,0.0,0.0,45.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,26-30
Elias Achouri,Tunisia,FW,27,FC Copenhagen,3,43,0,0,0,0,3,1,0.0,0.0,14.0,0,1,1,0,0,2,0.0,0.0,0.0,0.0,26-30
Elias Saad,Tunisia,MF,26,Hannover 96,2,116,0,0,0,0,1,0,0.0,0.0,58.0,1,3,1,2,0,1,0.0,0.0,0.0,0.0,26-30
Ellyes Skhiri,Tunisia,MF,31,Frankfurt,3,250,0,0,0,0,0,0,0.0,0.0,83.0,0,1,0,0,2,1,0.0,0.0,0.0,0.0,31-35
Firas Chaouat,Tunisia,FW,30,Unattached,3,49,0,0,0,0,0,0,0.0,0.0,16.0,1,2,3,0,0,0,0.0,0.0,0.0,0.0,26-30
Hadj Mahmoud,Tunisia,MF,26,Lugano,2,43,0,0,0,0,0,0,0.0,0.0,22.0,2,0,0,0,0,2,0.0,0.0,0.0,0.0,26-30
Hannibal Mejbri,Tunisia,MF,23,Burnley,3,270,0,2,0,0,3,1,0.0,0.0,90.0,4,15,0,10,1,4,0.0,0.6665,0.0,0.0,21-25
Hazem Mastouri,Tunisia,FW,28,D. Makhachkala,1,89,1,0,0,0,3,2,0.33,0.5,89.0,2,2,0,1,1,0,1.012,0.0,0.0,0.0,26-30
Ismaël Gharbi,Tunisia,MF,22,Augsburg,3,127,0,0,0,0,3,0,0.0,0.0,42.0,0,2,0,1,1,1,0.0,0.0,0.0,0.0,21-25
Mohamed Amine Ben Hamida,Tunisia,DF,30,Unattached,3,202,0,0,0,0,0,0,0.0,0.0,67.0,3,1,0,1,1,9,0.0,0.0,0.0,0.0,26-30
Montassar Talbi,Tunisia,DF,28,Lorient,3,270,0,0,0,0,1,0,0.0,0.0,90.0,1,1,0,0,5,2,0.0,0.0,0.0,0.0,26-30
Mortadha Ben Ouanes,Tunisia,DF,31,Kasımpaşa,1,23,0,0,0,0,0,0,0.0,0.0,23.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Mouhib Chamakh,Tunisia,GK,24,Unattached,1,90,0,0,0,0,0,0,0.0,0.0,90.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21-25
Omar Rekik,Tunisia,DF,24,Unattached,2,180,1,0,0,0,1,1,1.0,1.0,90.0,0,1,1,1,3,2,0.5,0.0,0.0,0.0,21-25
Rani Khedira,Tunisia,MF,32,Union Berlin,3,149,0,0,1,0,1,0,0.0,0.0,50.0,3,0,0,0,2,1,0.0,0.0,0.604,0.604,31-35
Sebastian Tounekti,Tunisia,FW,23,Celtic,3,84,0,0,0,0,0,0,0.0,0.0,28.0,1,0,0,3,0,0,0.0,0.0,0.0,0.0,21-25
Yan Valery,Tunisia,DF,27,Young Boys,3,251,0,0,0,0,0,0,0.0,0.0,84.0,4,0,1,7,4,1,0.0,0.0,0.0,0.0,26-30
Abdülkerim Bardakcı,Türkiye,DF,31,Galatasaray,3,265,0,0,0,0,3,1,0.0,0.0,88.0,1,3,0,7,2,5,0.0,0.0,0.0,0.0,31-35
Arda Güler,Türkiye,MF,21,Real Madrid,3,270,1,0,0,0,12,4,0.08,0.25,90.0,3,10,2,14,2,3,0.3333,0.0,0.0,0.0,21-25
Barış Alper Yılmaz,Türkiye,MF,26,Galatasaray,3,179,1,1,0,0,2,1,0.5,1.0,60.0,4,1,2,15,0,0,0.503,0.503,0.0,0.0,26-30
Can Uzun,Türkiye,MF,20,Frankfurt,2,38,0,1,0,0,4,1,0.0,0.0,19.0,0,1,0,0,0,0,0.0,2.37,0.0,0.0,16-20
Deniz Gül,Türkiye,FW,21,Porto,2,37,0,0,0,0,2,1,0.0,0.0,19.0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,21-25
Eren Elmalı,Türkiye,DF,25,Galatasaray,2,111,0,0,1,0,0,0,0.0,0.0,56.0,2,1,0,1,2,1,0.0,0.0,0.811,0.811,21-25
Ferdi Kadioglu,Türkiye,DF,26,Brighton,2,159,0,0,0,0,1,0,0.0,0.0,80.0,0,3,0,4,1,2,0.0,0.0,0.0,0.0,26-30
Hakan Çalhanoğlu,Türkiye,MF,32,Inter,2,180,0,0,0,0,11,2,0.0,0.0,90.0,2,1,0,10,1,3,0.0,0.0,0.0,0.0,31-35
Kaan Ayhan,Türkiye,DF,31,Galatasaray,1,3,1,0,0,0,1,1,1.0,1.0,3.0,0,0,0,0,0,0,30.0,0.0,0.0,0.0,31-35
Kenan Yıldız,Türkiye,MF,21,Juventus,3,218,0,0,0,0,14,1,0.0,0.0,73.0,2,4,0,6,1,2,0.0,0.0,0.0,0.0,21-25
Kerem Aktürkoğlu,Türkiye,FW,27,Fenerbahçe,2,129,0,0,0,0,3,1,0.0,0.0,65.0,0,2,0,1,0,1,0.0,0.0,0.0,0.0,26-30
Merih Demiral,Türkiye,DF,28,Al-Ahli,2,180,0,0,0,0,6,2,0.0,0.0,90.0,2,1,3,1,1,1,0.0,0.0,0.0,0.0,26-30
Mert Müldür,Türkiye,DF,27,Fenerbahçe,3,101,0,0,0,0,3,0,0.0,0.0,34.0,1,2,0,6,1,2,0.0,0.0,0.0,0.0,26-30
Orkun Kökçü,Türkiye,MF,25,Beşiktaş,3,153,0,1,0,0,3,0,0.0,0.0,51.0,2,4,0,6,0,1,0.0,0.5884,0.0,0.0,21-25
Ozan Kabak,Türkiye,DF,26,Hoffenheim,1,90,0,0,0,0,0,0,0.0,0.0,90.0,3,0,0,1,0,2,0.0,0.0,0.0,0.0,26-30
Oğuz Aydın,Türkiye,DF,25,Fenerbahçe,1,89,0,0,0,0,0,0,0.0,0.0,89.0,0,2,0,3,0,6,0.0,0.0,0.0,0.0,21-25
Salih Özcan,Türkiye,MF,28,Dortmund,2,100,0,0,0,0,0,0,0.0,0.0,50.0,2,2,0,1,4,1,0.0,0.0,0.0,0.0,26-30
Uğurcan Çakır,Türkiye,GK,30,Galatasaray,3,270,0,0,0,0,0,0,0.0,0.0,90.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Yunus Akgün,Türkiye,MF,25,Galatasaray,2,88,0,0,1,0,0,0,0.0,0.0,44.0,2,1,0,2,0,0,0.0,0.0,1.022,1.022,21-25
Zeki Çelik,Türkiye,DF,29,Roma,2,163,0,0,0,0,1,1,0.0,0.0,82.0,1,0,0,1,1,3,0.0,0.0,0.0,0.0,26-30
Çağlar Söyüncü,Türkiye,DF,30,Fenerbahçe,1,7,0,0,0,0,0,0,0.0,0.0,7.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26-30
İrfan Can Kahveci,Türkiye,MF,30,Kasımpaşa,1,1,0,0,0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,26-30
İsmail Yüksek,Türkiye,MF,27,Fenerbahçe,2,139,0,0,0,0,5,0,0.0,0.0,70.0,2,0,0,0,2,5,0.0,0.0,0.0,0.0,26-30
Alejandro Zendejas,United States,FW,28,América,1,14,0,0,0,0,1,0,0.0,0.0,14.0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,26-30
Alex Freeman,United States,DF,21,Villarreal,5,374,1,1,0,0,4,1,0.25,1.0,75.0,1,1,0,4,7,6,0.2406,0.2406,0.0,0.0,21-25
Antonee Robinson,United States,DF,28,Fulham,4,348,0,0,1,0,0,0,0.0,0.0,87.0,4,1,0,18,6,4,0.0,0.0,0.2585,0.2585,26-30
Auston Trusty,United States,DF,27,Celtic,2,101,1,0,0,0,3,2,0.33,0.5,51.0,2,0,0,2,4,1,0.891,0.0,0.0,0.0,26-30
Brenden Aaronson,United States,MF,25,Leeds United,1,76,0,0,0,0,3,1,0.0,0.0,76.0,2,1,0,1,0,1,0.0,0.0,0.0,0.0,21-25
Chris Richards,United States,DF,26,Crystal Palace,4,360,0,0,1,0,1,0,0.0,0.0,90.0,8,3,0,0,4,3,0.0,0.0,0.25,0.25,26-30
Christian Pulisic,United States,MF,27,Milan,4,223,0,1,0,0,4,2,0.0,0.0,56.0,1,8,2,4,0,1,0.0,0.4036,0.0,0.0,26-30
Folarin Balogun,United States,FW,24,Monaco,4,312,3,0,1,1,14,5,0.21,0.6,78.0,3,8,3,0,1,0,0.865,0.0,0.577,1.154,21-25
Gio Reyna,United States,MF,23,Gladbach,5,131,1,0,0,0,2,1,0.5,1.0,26.0,1,3,0,1,0,0,0.687,0.0,0.0,0.0,21-25
Haji Wright,United States,FW,28,Coventry City,2,2,0,0,0,0,0,0,0.0,0.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,26-30
Joe Scally,United States,DF,23,Gladbach,2,87,0,0,0,0,0,0,0.0,0.0,44.0,0,2,1,4,1,1,0.0,0.0,0.0,0.0,21-25
Malik Tillman,United States,MF,24,Leverkusen,5,356,2,1,1,0,8,4,0.25,0.5,71.0,3,13,0,14,5,7,0.506,0.253,0.253,0.253,21-25
Mark McKenzie,United States,DF,27,Toulouse,1,90,0,0,0,0,0,0,0.0,0.0,90.0,1,1,0,0,1,1,0.0,0.0,0.0,0.0,26-30
Matt Freese,United States,GK,27,NYCFC,4,360,0,0,0,0,0,0,0.0,0.0,90.0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Matt Turner,United States,GK,31,NE Revolution,1,90,0,0,0,0,0,0,0.0,0.0,90.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Max Arfsten,United States,MF,25,Columbus Crew,1,1,0,0,0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21-25
Miles Robinson,United States,DF,29,FC Cincinnati,1,90,0,0,0,0,1,0,0.0,0.0,90.0,2,0,0,0,1,1,0.0,0.0,0.0,0.0,26-30
Ricardo Pepi,United States,FW,23,PSV,5,204,0,0,0,0,5,0,0.0,0.0,41.0,5,3,2,0,1,1,0.0,0.0,0.0,0.0,21-25
Sebastian Berhalter,United States,MF,25,Vancouver,5,187,1,1,1,0,3,1,0.33,1.0,37.0,5,6,0,11,3,0,0.4812,0.4812,0.4812,0.4812,21-25
Sergiño Dest,United States,MF,25,PSV,5,297,0,0,0,0,3,1,0.0,0.0,59.0,2,4,0,3,5,1,0.0,0.0,0.0,0.0,21-25
Tim Ream,United States,DF,38,Charlotte,4,360,0,0,0,0,0,0,0.0,0.0,90.0,0,2,0,0,6,1,0.0,0.0,0.0,0.0,36-40
Timothy Weah,United States,MF,26,Marseille,2,76,0,0,0,0,2,0,0.0,0.0,38.0,2,0,2,0,0,0,0.0,0.0,0.0,0.0,26-30
Tyler Adams,United States,MF,27,Bournemouth,4,341,0,0,1,0,0,0,0.0,0.0,85.0,5,6,0,0,8,5,0.0,0.0,0.264,0.264,26-30
Weston McKennie,United States,MF,27,Juventus,5,443,0,0,1,0,5,1,0.0,0.0,89.0,8,2,0,11,7,7,0.0,0.0,0.2031,0.2031,26-30
Agustín Canobbio,Uruguay,FW,27,Fluminense,3,224,1,0,0,1,4,1,0.25,1.0,75.0,7,5,1,8,2,3,0.4019,0.0,0.4019,1.205,26-30
Brian Rodríguez,Uruguay,FW,26,América,3,41,0,0,0,0,3,1,0.0,0.0,14.0,0,1,0,13,0,0,0.0,0.0,0.0,0.0,26-30
Darwin Núñez,Uruguay,FW,26,Al-Hilal,3,156,0,0,0,0,2,0,0.0,0.0,52.0,1,1,2,1,2,1,0.0,0.0,0.0,0.0,26-30
Federico Valverde,Uruguay,MF,27,Real Madrid,3,236,0,0,0,0,10,2,0.0,0.0,79.0,1,0,0,11,3,2,0.0,0.0,0.0,0.0,26-30
Federico Viñas,Uruguay,FW,27,Oviedo,3,192,0,0,0,0,6,3,0.0,0.0,64.0,3,3,3,0,1,2,0.0,0.0,0.0,0.0,26-30
Fernando Muslera,Uruguay,GK,39,Galatasaray,3,225,0,0,0,0,0,0,0.0,0.0,75.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,36-40
Guillermo Varela,Uruguay,DF,33,Flamengo,3,270,0,0,1,0,2,0,0.0,0.0,90.0,1,1,0,9,7,1,0.0,0.0,0.3333,0.3333,31-35
Juan Manuel Sanabria,Uruguay,DF,26,Atlético San Luis,3,204,0,0,1,0,3,0,0.0,0.0,68.0,1,0,1,15,1,4,0.0,0.0,0.4412,0.4412,26-30
Manuel Ugarte,Uruguay,MF,25,Manchester Utd,3,184,0,0,0,0,3,1,0.0,0.0,61.0,1,0,0,0,3,1,0.0,0.0,0.0,0.0,21-25
Mathías Olivera,Uruguay,DF,28,Napoli,3,270,0,0,1,0,1,0,0.0,0.0,90.0,3,0,0,5,2,4,0.0,0.0,0.3333,0.3333,26-30
Matías Viña,Uruguay,DF,28,Flamengo,1,45,0,0,0,0,0,0,0.0,0.0,45.0,0,1,1,2,0,0,0.0,0.0,0.0,0.0,26-30
Maxi Araújo,Uruguay,FW,26,Sporting CP,3,250,2,1,0,0,4,3,0.5,0.6665,83.0,2,7,6,18,0,0,0.72,0.36,0.0,0.0,26-30
Nicolás De La Cruz,Uruguay,MF,29,Flamengo,3,86,0,0,1,0,4,2,0.0,0.0,29.0,2,3,0,5,2,1,0.0,0.0,1.047,1.047,26-30
Rodrigo Aguirre,Uruguay,FW,31,América,1,1,0,0,0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Rodrigo Bentancur,Uruguay,MF,28,Tottenham,3,270,0,0,1,0,4,0,0.0,0.0,90.0,7,5,0,4,7,5,0.0,0.0,0.3333,0.3333,26-30
Sebastián Cáceres,Uruguay,DF,26,América,3,270,0,0,0,0,3,0,0.0,0.0,90.0,2,2,0,1,2,1,0.0,0.0,0.0,0.0,26-30
Sergio Rochet,Uruguay,GK,33,Internacional,1,45,0,0,0,0,0,0,0.0,0.0,45.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Abbosbek Fayzullayev,Uzbekistan,MF,22,Başakşehir,3,220,1,0,0,0,3,2,0.33,0.5,73.0,6,4,0,10,1,6,0.4092,0.0,0.0,0.0,21-25
Abdukodir Khusanov,Uzbekistan,DF,22,Manchester City,3,270,0,0,2,0,0,0,0.0,0.0,90.0,6,0,0,0,5,3,0.0,0.0,0.6665,0.6665,21-25
Abdulla Abdullaev,Uzbekistan,DF,28,Unattached,2,180,0,0,0,0,0,0,0.0,0.0,90.0,5,1,0,0,3,2,0.0,0.0,0.0,0.0,26-30
Abduvohid Nematov,Uzbekistan,GK,25,Unattached,2,180,0,0,0,0,0,0,0.0,0.0,90.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21-25
Akmal Mozgovoy,Uzbekistan,MF,27,Unattached,3,216,0,1,0,0,1,0,0.0,0.0,72.0,0,3,0,0,2,0,0.0,0.4167,0.0,0.0,26-30
Aziz Gʻaniyev,Uzbekistan,MF,28,Unattached,2,122,0,0,0,0,1,0,0.0,0.0,61.0,2,1,0,6,0,6,0.0,0.0,0.0,0.0,26-30
Azizbek Amonov,Uzbekistan,FW,28,Unattached,1,14,0,0,0,0,1,0,0.0,0.0,14.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,26-30
Bekhruz Karimov,Uzbekistan,DF,18,Unattached,2,179,0,0,0,0,2,0,0.0,0.0,90.0,8,4,0,2,3,5,0.0,0.0,0.0,0.0,16-20
Dostonbek Khamdamov,Uzbekistan,MF,29,Unattached,2,103,0,0,0,0,2,0,0.0,0.0,52.0,1,0,1,5,2,4,0.0,0.0,0.0,0.0,26-30
Eldor Shomurodov,Uzbekistan,FW,30,Başakşehir,3,269,1,0,0,0,4,2,0.25,0.5,90.0,8,4,1,1,0,4,0.3345,0.0,0.0,0.0,26-30
Farrukh Sayfiev,Uzbekistan,DF,35,Unattached,1,45,0,0,0,0,0,0,0.0,0.0,45.0,0,2,0,2,0,0,0.0,0.0,0.0,0.0,31-35
Igor Sergeev,Uzbekistan,FW,33,Persepolis,3,28,0,0,0,0,0,0,0.0,0.0,9.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,31-35
Jakhongir Urozov,Uzbekistan,DF,22,Unattached,2,95,0,0,0,0,0,0,0.0,0.0,48.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,21-25
Jamshid Iskanderov,Uzbekistan,FW,32,Unattached,1,9,0,0,0,0,0,0,0.0,0.0,9.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,31-35
Khojiakbar Alijonov,Uzbekistan,MF,29,Unattached,2,135,0,0,0,0,0,0,0.0,0.0,68.0,2,1,0,5,5,2,0.0,0.0,0.0,0.0,26-30
Odiljon Hamrobekov,Uzbekistan,MF,30,Tractor,2,77,0,0,1,0,1,0,0.0,0.0,39.0,1,1,0,0,0,0,0.0,0.0,1.169,1.169,26-30
Oston Urunov,Uzbekistan,MF,25,Persepolis,2,63,0,0,0,0,0,0,0.0,0.0,32.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,21-25
Otabek Shukurov,Uzbekistan,MF,29,Unattached,3,237,0,0,0,0,2,0,0.0,0.0,79.0,2,5,0,1,0,2,0.0,0.0,0.0,0.0,26-30
Ruslanbek Jiyanov,Uzbekistan,FW,25,Unattached,1,1,0,0,0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,21-25
Rustam Ashurmatov,Uzbekistan,DF,29,Esteghlal,3,256,0,0,0,0,0,0,0.0,0.0,85.0,1,0,0,0,7,2,0.0,0.0,0.0,0.0,26-30
Sherzod Esanov,Uzbekistan,MF,23,Unattached,1,1,0,0,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,21-25
Sherzod Nasrullaev,Uzbekistan,DF,27,Unattached,3,180,0,0,1,0,1,1,0.0,0.0,60.0,3,2,0,3,2,2,0.0,0.0,0.5,0.5,26-30
Utkir Yusupov,Uzbekistan,GK,35,Unattached,1,90,0,0,0,0,0,0,0.0,0.0,90.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,31-35
